sample_id,dataset_source,split_hint,mixed_wav_path,source_track_1_path,source_track_2_path,deployable_map_path,analysis_teacher_map_path,reference_type,overlap_ratio,dominance_type,target_family,oracle_route,route_gap,mixed_cer,separated_cer,cleaned_cer,mixed_regret,separated_regret,cleaned_regret,review_needed,source_utterance_ids,counterfactual_family_id,target_task,target_path,target_quality,target_scope,student_input_policy,logmel_mean,logmel_std,logmel_p90,overlap_proxy_mean,overlap_proxy_std,overlap_proxy_p90,uncertainty_proxy_mean,uncertainty_proxy_std,uncertainty_proxy_p90,overlap_uncertainty_product
controlled_route_sensitive_v2_0001,controlled_route_sensitive_v2_real_whisper,dev,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0001.npy,silver_plus_unverified,0.0,balanced,mixed_win_anchor,mixed,0.695652,0.26087,0.956522,0.956522,0.0,0.695652,0.695652,False,con_001|pro_006,controlled_route_sensitive_v2_candidate_0001,OVERLAP_MAP,resources/generative_audiodepth_targets/overlap_map/controlled_route_sensitive_v2_0001.npy,oracle_source_activity,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.10797,0.170457,0.294118,0.36201,0.240804,0.741176,0.377482,0.256504,0.768627,0.134883
controlled_route_sensitive_v2_0001,controlled_route_sensitive_v2_real_whisper,dev,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0001.npy,silver_plus_unverified,0.0,balanced,mixed_win_anchor,mixed,0.695652,0.26087,0.956522,0.956522,0.0,0.695652,0.695652,False,con_001|pro_006,controlled_route_sensitive_v2_candidate_0001,DOMINANCE_MAP,resources/generative_audiodepth_targets/dominance_map/controlled_route_sensitive_v2_0001.npy,oracle_source_activity,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.10797,0.170457,0.294118,0.36201,0.240804,0.741176,0.377482,0.256504,0.768627,0.134883
controlled_route_sensitive_v2_0001,controlled_route_sensitive_v2_real_whisper,dev,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0001.npy,silver_plus_unverified,0.0,balanced,mixed_win_anchor,mixed,0.695652,0.26087,0.956522,0.956522,0.0,0.695652,0.695652,False,con_001|pro_006,controlled_route_sensitive_v2_candidate_0001,UNCERTAINTY_MAP,resources/generative_audiodepth_targets/uncertainty_map/controlled_route_sensitive_v2_0001.npy,weak_uncertainty_target,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.10797,0.170457,0.294118,0.36201,0.240804,0.741176,0.377482,0.256504,0.768627,0.134883
controlled_route_sensitive_v2_0001,controlled_route_sensitive_v2_real_whisper,dev,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0001.npy,silver_plus_unverified,0.0,balanced,mixed_win_anchor,mixed,0.695652,0.26087,0.956522,0.956522,0.0,0.695652,0.695652,False,con_001|pro_006,controlled_route_sensitive_v2_candidate_0001,ROUTE_REGRET,resources/generative_audiodepth_targets/route_regret/controlled_route_sensitive_v2_0001.npy,real_whisper_sample_level_regret,sample_level_vector,mixed_audio_or_mixed_logmel_only,0.10797,0.170457,0.294118,0.36201,0.240804,0.741176,0.377482,0.256504,0.768627,0.134883
controlled_route_sensitive_v2_0001,controlled_route_sensitive_v2_real_whisper,dev,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0001.npy,silver_plus_unverified,0.0,balanced,mixed_win_anchor,mixed,0.695652,0.26087,0.956522,0.956522,0.0,0.695652,0.695652,False,con_001|pro_006,controlled_route_sensitive_v2_candidate_0001,REVIEW_RISK,resources/generative_audiodepth_targets/review_risk/controlled_route_sensitive_v2_0001.npy,stage2_review_guard_heuristic,sample_level_vector,mixed_audio_or_mixed_logmel_only,0.10797,0.170457,0.294118,0.36201,0.240804,0.741176,0.377482,0.256504,0.768627,0.134883
controlled_route_sensitive_v2_0002,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0002.npy,silver_plus_unverified,0.55,balanced,separated_win_anchor,separated,0.0,1.0,0.347826,0.347826,0.652174,0.0,0.0,True,con_002|pro_011,controlled_route_sensitive_v2_candidate_0002,OVERLAP_MAP,resources/generative_audiodepth_targets/overlap_map/controlled_route_sensitive_v2_0002.npy,oracle_source_activity,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.412294,0.135634,0.588235,0.722074,0.213593,0.898039,0.449663,0.164929,0.666667,0.304949
controlled_route_sensitive_v2_0002,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0002.npy,silver_plus_unverified,0.55,balanced,separated_win_anchor,separated,0.0,1.0,0.347826,0.347826,0.652174,0.0,0.0,True,con_002|pro_011,controlled_route_sensitive_v2_candidate_0002,DOMINANCE_MAP,resources/generative_audiodepth_targets/dominance_map/controlled_route_sensitive_v2_0002.npy,oracle_source_activity,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.412294,0.135634,0.588235,0.722074,0.213593,0.898039,0.449663,0.164929,0.666667,0.304949
controlled_route_sensitive_v2_0002,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0002.npy,silver_plus_unverified,0.55,balanced,separated_win_anchor,separated,0.0,1.0,0.347826,0.347826,0.652174,0.0,0.0,True,con_002|pro_011,controlled_route_sensitive_v2_candidate_0002,UNCERTAINTY_MAP,resources/generative_audiodepth_targets/uncertainty_map/controlled_route_sensitive_v2_0002.npy,weak_uncertainty_target,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.412294,0.135634,0.588235,0.722074,0.213593,0.898039,0.449663,0.164929,0.666667,0.304949
controlled_route_sensitive_v2_0002,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0002.npy,silver_plus_unverified,0.55,balanced,separated_win_anchor,separated,0.0,1.0,0.347826,0.347826,0.652174,0.0,0.0,True,con_002|pro_011,controlled_route_sensitive_v2_candidate_0002,ROUTE_REGRET,resources/generative_audiodepth_targets/route_regret/controlled_route_sensitive_v2_0002.npy,real_whisper_sample_level_regret,sample_level_vector,mixed_audio_or_mixed_logmel_only,0.412294,0.135634,0.588235,0.722074,0.213593,0.898039,0.449663,0.164929,0.666667,0.304949
controlled_route_sensitive_v2_0002,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0002.npy,silver_plus_unverified,0.55,balanced,separated_win_anchor,separated,0.0,1.0,0.347826,0.347826,0.652174,0.0,0.0,True,con_002|pro_011,controlled_route_sensitive_v2_candidate_0002,REVIEW_RISK,resources/generative_audiodepth_targets/review_risk/controlled_route_sensitive_v2_0002.npy,stage2_review_guard_heuristic,sample_level_vector,mixed_audio_or_mixed_logmel_only,0.412294,0.135634,0.588235,0.722074,0.213593,0.898039,0.449663,0.164929,0.666667,0.304949
controlled_route_sensitive_v2_0003,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0003.npy,silver_plus_unverified,0.25,balanced,cleaned_win_anchor,separated,0.0,0.666667,0.52381,0.52381,0.142857,0.0,0.0,True,con_003|pro_002,controlled_route_sensitive_v2_candidate_0003,OVERLAP_MAP,resources/generative_audiodepth_targets/overlap_map/controlled_route_sensitive_v2_0003.npy,oracle_source_activity,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.20014,0.153403,0.352941,0.591651,0.282664,0.945098,0.419776,0.256536,0.788235,0.195291
controlled_route_sensitive_v2_0003,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0003.npy,silver_plus_unverified,0.25,balanced,cleaned_win_anchor,separated,0.0,0.666667,0.52381,0.52381,0.142857,0.0,0.0,True,con_003|pro_002,controlled_route_sensitive_v2_candidate_0003,DOMINANCE_MAP,resources/generative_audiodepth_targets/dominance_map/controlled_route_sensitive_v2_0003.npy,oracle_source_activity,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.20014,0.153403,0.352941,0.591651,0.282664,0.945098,0.419776,0.256536,0.788235,0.195291
controlled_route_sensitive_v2_0003,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0003.npy,silver_plus_unverified,0.25,balanced,cleaned_win_anchor,separated,0.0,0.666667,0.52381,0.52381,0.142857,0.0,0.0,True,con_003|pro_002,controlled_route_sensitive_v2_candidate_0003,UNCERTAINTY_MAP,resources/generative_audiodepth_targets/uncertainty_map/controlled_route_sensitive_v2_0003.npy,weak_uncertainty_target,time_frequency_map,mixed_audio_or_mixed_logmel_only,0.20014,0.153403,0.352941,0.591651,0.282664,0.945098,0.419776,0.256536,0.788235,0.195291
controlled_route_sensitive_v2_0003,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0003.npy,silver_plus_unverified,0.25,balanced,cleaned_win_anchor,separated,0.0,0.666667,0.52381,0.52381,0.142857,0.0,0.0,True,con_003|pro_002,controlled_route_sensitive_v2_candidate_0003,ROUTE_REGRET,resources/generative_audiodepth_targets/route_regret/controlled_route_sensitive_v2_0003.npy,real_whisper_sample_level_regret,sample_level_vector,mixed_audio_or_mixed_logmel_only,0.20014,0.153403,0.352941,0.591651,0.282664,0.945098,0.419776,0.256536,0.788235,0.195291
controlled_route_sensitive_v2_0003,controlled_route_sensitive_v2_real_whisper,train,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_mixed.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk1.wav,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_spk2.wav,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.npy,resources/audio_depth_v2_maps/controlled_route_sensitive_v2_0003.npy,silver_plus_unverified,0.25,balanced,cleaned_win_anchor,separated,0.0,0.666667,0.52381,0.52381,0.142857,0.0,0.0,True,con_003|pro_002,controlled_route_sensitive_v2_candidate_0003,REVIEW_RISK,resources/generative_audiodepth_targets/review_risk/controlled_route_sensitive_v2_0003.npy,stage2_review_guard_heuristic,sample_level_vector,mixed_audio_or_mixed_logmel_only,0.20014,0.153403,0.352941,0.591651,0.282664,0.945098,0.419776,0.256536,0.788235,0.195291
